Year,Species,Easting,Northing,Age,Sex,Tnights
1,legholdtrap,2020787.73194765,5648843.23175631,NA,NA,84
1,legholdtrap,2021201.66099291,5648843.23175631,NA,NA,84
1,legholdtrap,2021615.59003817,5648843.23175631,NA,NA,84
1,legholdtrap,2022029.51908343,5648843.23175631,NA,NA,84
1,legholdtrap,2022443.44812869,5648843.23175631,NA,NA,84
1,legholdtrap,2022857.37717395,5648843.23175631,NA,NA,84
1,legholdtrap,2023271.30621921,5648843.23175631,NA,NA,84
1,legholdtrap,2023685.23526447,5648843.23175631,NA,NA,84
1,legholdtrap,2024099.16430973,5648843.23175631,NA,NA,84
1,legholdtrap,2019132.01576661,5649257.16080157,NA,NA,84
1,legholdtrap,2019545.94481187,5649257.16080157,NA,NA,84
1,legholdtrap,2019959.87385713,5649257.16080157,NA,NA,84
1,legholdtrap,2020373.80290239,5649257.16080157,NA,NA,84
1,legholdtrap,2020787.73194765,5649257.16080157,NA,NA,84
1,legholdtrap,2021201.66099291,5649257.16080157,NA,NA,84
1,legholdtrap,2021615.59003817,5649257.16080157,NA,NA,84
1,legholdtrap,2022029.51908343,5649257.16080157,NA,NA,84
1,legholdtrap,2022443.44812869,5649257.16080157,NA,NA,84
1,legholdtrap,2022857.37717395,5649257.16080157,NA,NA,84
1,legholdtrap,2023271.30621921,5649257.16080157,NA,NA,84
1,legholdtrap,2023685.23526447,5649257.16080157,NA,NA,84
1,legholdtrap,2024099.16430973,5649257.16080157,NA,NA,84
1,legholdtrap,2024513.09335499,5649257.16080157,NA,NA,84
1,legholdtrap,2019132.01576661,5649671.08984683,NA,NA,84
1,legholdtrap,2019545.94481187,5649671.08984683,NA,NA,84
1,legholdtrap,2019959.87385713,5649671.08984683,NA,NA,84
1,legholdtrap,2020373.80290239,5649671.08984683,NA,NA,84
1,legholdtrap,2020787.73194765,5649671.08984683,NA,NA,84
1,legholdtrap,2021201.66099291,5649671.08984683,NA,NA,84
1,legholdtrap,2021615.59003817,5649671.08984683,NA,NA,84
1,legholdtrap,2022029.51908343,5649671.08984683,NA,NA,84
1,legholdtrap,2022443.44812869,5649671.08984683,NA,NA,84
1,legholdtrap,2022857.37717395,5649671.08984683,NA,NA,84
1,legholdtrap,2023271.30621921,5649671.08984683,NA,NA,84
1,legholdtrap,2023685.23526447,5649671.08984683,NA,NA,84
1,legholdtrap,2024099.16430973,5649671.08984683,NA,NA,84
1,legholdtrap,2024513.09335499,5649671.08984683,NA,NA,84
1,legholdtrap,2024099.16430973,5650085.01889209,NA,NA,84
1,legholdtrap,2018852.79729351,5649907.22999781,NA,NA,84
1,legholdtrap,2018852.79729351,5650366.7725959,NA,NA,84
1,legholdtrap,2019312.3398916,5650366.7725959,NA,NA,56
1,legholdtrap,2019771.88248968,5650366.7725959,NA,NA,56
1,legholdtrap,2020231.42508776,5650366.7725959,NA,NA,56
1,legholdtrap,2020690.96768585,5650366.7725959,NA,NA,56
1,legholdtrap,2021150.51028393,5650366.7725959,NA,NA,56
1,legholdtrap,2021610.05288201,5650366.7725959,NA,NA,56
1,legholdtrap,2022069.5954801,5650366.7725959,NA,NA,56
1,legholdtrap,2022529.13807818,5650366.7725959,NA,NA,56
1,legholdtrap,2022988.68067626,5650366.7725959,NA,NA,56
1,legholdtrap,2023448.22327435,5650366.7725959,NA,NA,56
1,legholdtrap,2023907.76587243,5650366.7725959,NA,NA,56
1,legholdtrap,2024367.30847051,5650366.7725959,NA,NA,56
1,legholdtrap,2024826.8510686,5650366.7725959,NA,NA,56
1,legholdtrap,2018852.79729351,5650826.31519398,NA,NA,56
1,legholdtrap,2019312.3398916,5650826.31519398,NA,NA,56
1,legholdtrap,2019771.88248968,5650826.31519398,NA,NA,56
1,legholdtrap,2020231.42508776,5650826.31519398,NA,NA,56
1,legholdtrap,2020690.96768585,5650826.31519398,NA,NA,56
1,legholdtrap,2021150.51028393,5650826.31519398,NA,NA,56
1,legholdtrap,2021610.05288201,5650826.31519398,NA,NA,56
1,legholdtrap,2022069.5954801,5650826.31519398,NA,NA,56
1,legholdtrap,2022529.13807818,5650826.31519398,NA,NA,56
1,legholdtrap,2022988.68067626,5650826.31519398,NA,NA,56
1,legholdtrap,2023448.22327435,5650826.31519398,NA,NA,56
1,legholdtrap,2023907.76587243,5650826.31519398,NA,NA,56
1,legholdtrap,2024367.30847051,5650826.31519398,NA,NA,56
1,legholdtrap,2024826.8510686,5650826.31519398,NA,NA,56
1,legholdtrap,2018852.79729351,5651285.85779206,NA,NA,56
1,legholdtrap,2019312.3398916,5651285.85779206,NA,NA,56
1,legholdtrap,2019771.88248968,5651285.85779206,NA,NA,56
1,legholdtrap,2020231.42508776,5651285.85779206,NA,NA,56
1,legholdtrap,2020690.96768585,5651285.85779206,NA,NA,56
1,legholdtrap,2021150.51028393,5651285.85779206,NA,NA,56
1,legholdtrap,2021610.05288201,5651285.85779206,NA,NA,56
1,legholdtrap,2022069.5954801,5651285.85779206,NA,NA,56
1,legholdtrap,2022529.13807818,5651285.85779206,NA,NA,56
1,legholdtrap,2022988.68067626,5651285.85779206,NA,NA,56
1,legholdtrap,2023448.22327435,5651285.85779206,NA,NA,56
1,legholdtrap,2023907.76587243,5651285.85779206,NA,NA,56
1,legholdtrap,2024367.30847051,5651285.85779206,NA,NA,56
1,legholdtrap,2024826.8510686,5651285.85779206,NA,NA,56
1,legholdtrap,2025286.39366668,5651285.85779206,NA,NA,56
1,legholdtrap,2019312.3398916,5651745.40039015,NA,NA,56
1,legholdtrap,2019771.88248968,5651745.40039015,NA,NA,56
1,legholdtrap,2020231.42508776,5651745.40039015,NA,NA,56
1,legholdtrap,2020690.96768585,5651745.40039015,NA,NA,56
1,legholdtrap,2021150.51028393,5651745.40039015,NA,NA,56
1,legholdtrap,2021610.05288201,5651745.40039015,NA,NA,56
1,legholdtrap,2022069.5954801,5651745.40039015,NA,NA,56
1,legholdtrap,2022529.13807818,5651745.40039015,NA,NA,56
1,legholdtrap,2022988.68067626,5651745.40039015,NA,NA,56
1,legholdtrap,2023448.22327435,5651745.40039015,NA,NA,56
1,legholdtrap,2023907.76587243,5651745.40039015,NA,NA,56
1,legholdtrap,2024367.30847051,5651745.40039015,NA,NA,56
1,legholdtrap,2024826.8510686,5651745.40039015,NA,NA,56
1,legholdtrap,2025286.39366668,5651745.40039015,NA,NA,56
1,legholdtrap,2022529.13807818,5652204.94298823,NA,NA,56
1,legholdtrap,2022988.68067626,5652204.94298823,NA,NA,56
1,legholdtrap,2023448.22327435,5652204.94298823,NA,NA,56
1,legholdtrap,2023907.76587243,5652204.94298823,NA,NA,56
1,legholdtrap,2024367.30847051,5652204.94298823,NA,NA,56
1,legholdtrap,2024826.8510686,5652204.94298823,NA,NA,56
1,legholdtrap,2018583.2609087,5651905.84541536,NA,NA,56
1,legholdtrap,2018974.14513573,5651905.84541536,NA,NA,56
1,legholdtrap,2018192.37668166,5652296.72964239,NA,NA,28
1,legholdtrap,2018583.2609087,5652296.72964239,NA,NA,28
1,legholdtrap,2018974.14513573,5652296.72964239,NA,NA,28
1,legholdtrap,2019365.02936277,5652296.72964239,NA,NA,28
1,legholdtrap,2019755.91358981,5652296.72964239,NA,NA,28
1,legholdtrap,2020146.79781684,5652296.72964239,NA,NA,28
1,legholdtrap,2020537.68204388,5652296.72964239,NA,NA,28
1,legholdtrap,2020928.56627091,5652296.72964239,NA,NA,28
1,legholdtrap,2021319.45049795,5652296.72964239,NA,NA,28
1,legholdtrap,2021710.33472499,5652296.72964239,NA,NA,28
1,legholdtrap,2022101.21895202,5652296.72964239,NA,NA,28
1,legholdtrap,2018192.37668166,5652687.61386943,NA,NA,28
1,legholdtrap,2018583.2609087,5652687.61386943,NA,NA,28
1,legholdtrap,2018974.14513573,5652687.61386943,NA,NA,28
1,legholdtrap,2019365.02936277,5652687.61386943,NA,NA,28
1,legholdtrap,2019755.91358981,5652687.61386943,NA,NA,28
1,legholdtrap,2020146.79781684,5652687.61386943,NA,NA,28
1,legholdtrap,2020537.68204388,5652687.61386943,NA,NA,28
1,legholdtrap,2020928.56627091,5652687.61386943,NA,NA,28
1,legholdtrap,2021319.45049795,5652687.61386943,NA,NA,28
1,legholdtrap,2021710.33472499,5652687.61386943,NA,NA,28
1,legholdtrap,2022101.21895202,5652687.61386943,NA,NA,28
1,legholdtrap,2022492.10317906,5652687.61386943,NA,NA,28
1,legholdtrap,2023273.87163313,5652687.61386943,NA,NA,28
1,legholdtrap,2017801.49245463,5653078.49809646,NA,NA,28
1,legholdtrap,2018192.37668166,5653078.49809646,NA,NA,28
1,legholdtrap,2018583.2609087,5653078.49809646,NA,NA,28
1,legholdtrap,2018974.14513573,5653078.49809646,NA,NA,28
1,legholdtrap,2019365.02936277,5653078.49809646,NA,NA,28
1,legholdtrap,2019755.91358981,5653078.49809646,NA,NA,28
1,legholdtrap,2020146.79781684,5653078.49809646,NA,NA,28
1,legholdtrap,2020537.68204388,5653078.49809646,NA,NA,28
1,legholdtrap,2020928.56627091,5653078.49809646,NA,NA,28
1,legholdtrap,2021319.45049795,5653078.49809646,NA,NA,28
1,legholdtrap,2021710.33472499,5653078.49809646,NA,NA,28
1,legholdtrap,2022882.9874061,5653078.49809646,NA,NA,28
1,legholdtrap,2017410.60822759,5653469.3823235,NA,NA,28
1,legholdtrap,2017801.49245463,5653469.3823235,NA,NA,28
1,legholdtrap,2018192.37668166,5653469.3823235,NA,NA,28
1,legholdtrap,2018583.2609087,5653469.3823235,NA,NA,28
1,legholdtrap,2018974.14513573,5653469.3823235,NA,NA,28
1,legholdtrap,2019365.02936277,5653469.3823235,NA,NA,28
1,legholdtrap,2019755.91358981,5653469.3823235,NA,NA,28
1,legholdtrap,2020146.79781684,5653469.3823235,NA,NA,28
1,legholdtrap,2020537.68204388,5653469.3823235,NA,NA,28
1,legholdtrap,2020928.56627091,5653469.3823235,NA,NA,28
1,legholdtrap,2021319.45049795,5653469.3823235,NA,NA,28
1,legholdtrap,2017410.60822759,5653860.26655054,NA,NA,28
1,legholdtrap,2017801.49245463,5653860.26655054,NA,NA,28
1,legholdtrap,2018192.37668166,5653860.26655054,NA,NA,28
1,legholdtrap,2018583.2609087,5653860.26655054,NA,NA,28
1,legholdtrap,2018974.14513573,5653860.26655054,NA,NA,28
1,legholdtrap,2019365.02936277,5653860.26655054,NA,NA,28
1,legholdtrap,2019755.91358981,5653860.26655054,NA,NA,28
1,legholdtrap,2020146.79781684,5653860.26655054,NA,NA,28
1,legholdtrap,2020537.68204388,5653860.26655054,NA,NA,28
1,legholdtrap,2020928.56627091,5653860.26655054,NA,NA,28
1,legholdtrap,2021319.45049795,5653860.26655054,NA,NA,28
1,legholdtrap,2017801.49245463,5654251.15077757,NA,NA,28
1,legholdtrap,2018192.37668166,5654251.15077757,NA,NA,28
1,legholdtrap,2018583.2609087,5654251.15077757,NA,NA,28
1,legholdtrap,2018974.14513573,5654251.15077757,NA,NA,28
1,legholdtrap,2019365.02936277,5654251.15077757,NA,NA,28
1,legholdtrap,2019755.91358981,5654251.15077757,NA,NA,28
1,legholdtrap,2020146.79781684,5654251.15077757,NA,NA,28
1,legholdtrap,2020537.68204388,5654251.15077757,NA,NA,28
1,legholdtrap,2020928.56627091,5654251.15077757,NA,NA,28
1,legholdtrap,2018192.37668166,5654642.03500461,NA,NA,28
