Year,Species,Easting,Northing,Age,Sex,Tnights
1,Camera,1681970.003,5663901.867,1,NA,56
1,Camera,1681165.856,5663530.609,1,NA,56
1,Camera,1681087.114,5663497.11,1,NA,56
1,Camera,1680997.757,5663456.375,1,NA,56
1,Camera,1680900.927,5663459.799,1,NA,56
1,Camera,1682310.183,5663367.229,1,NA,56
1,Camera,1682217.576,5663344.884,1,NA,56
1,Camera,1684402.411,5663140.129,1,NA,56
1,Camera,1684448.793,5663072.604,1,NA,56
1,Camera,1684315.916,5663311.73,1,NA,56
1,Camera,1681566.03,5663706.964,1,NA,56
1,Camera,1681462.432,5663698.793,1,NA,56
1,Camera,1681445.004,5663641.309,1,NA,56
1,Camera,1681419.571,5663548.288,1,NA,56
1,Camera,1680831.738,5663199.954,1,NA,56
1,Camera,1680896.884,5663144.059,1,NA,56
1,Camera,1680969.089,5663095.908,1,NA,56
1,Camera,1681049.232,5663049.997,1,NA,56
1,Camera,1682988.074,5663335.007,1,NA,56
1,Camera,1682891.339,5663334.366,1,NA,56
1,Camera,1682794.075,5663338.056,1,NA,56
1,Camera,1682715.942,5663333.333,1,NA,56
1,Camera,1685214.361,5663568.234,1,NA,56
1,Camera,1682121.022,5663344.362,1,NA,56
1,Camera,1683326.011,5663408.346,1,NA,56
1,Camera,1685122.846,5663355.161,1,NA,56
1,Camera,1685043.713,5663407.858,1,NA,56
1,Camera,1685561.587,5663538.691,1,NA,56
1,Camera,1685543.741,5663675.34,1,NA,56
1,Camera,1683852.263,5663510,1,NA,56
1,Camera,1683939.273,5663554.27,1,NA,56
1,Camera,1684023.82,5663550.668,1,NA,56
1,Camera,1684107.97,5663523.718,1,NA,56
1,Camera,1684192.036,5663510.471,1,NA,56
1,Camera,1684814.359,5663578.722,1,NA,56
1,Camera,1684778.352,5663670.691,1,NA,56
1,Camera,1685561.667,5663762.36,1,NA,56
1,Camera,1685544.931,5663830.085,1,NA,56
1,Camera,1682839.862,5663766.405,1,NA,56
1,Camera,1685309.491,5663578.703,1,NA,56
1,Camera,1685403.924,5663576.308,1,NA,56
1,Camera,1685495.277,5663611.745,1,NA,56
1,Camera,1683593.775,5663609.626,1,NA,56
1,Camera,1683607.207,5663706.901,1,NA,56
1,Camera,1683665.455,5663788.045,1,NA,56
1,Camera,1683667.076,5663882.691,1,NA,56
1,Camera,1684549.718,5664007.258,1,NA,56
1,Camera,1684512.859,5664096.818,1,NA,56
1,Camera,1684529.27,5664188.855,1,NA,56
1,Camera,1684462.179,5664238.454,1,NA,56
1,Camera,1682684.195,5663875.168,1,NA,56
1,Camera,1682710,5663969.966,1,NA,56
1,Camera,1682710.851,5664067.805,1,NA,56
1,Camera,1682275.691,5663641.383,1,NA,56
1,Camera,1682327.918,5663856.295,1,NA,56
1,Camera,1682919.615,5663708.908,1,NA,56
1,Camera,1682964.669,5663620.754,1,NA,56
1,Camera,1683028.107,5663561.569,1,NA,56
1,Camera,1684878.289,5664041.107,1,NA,56
1,Camera,1684920.862,5664127.088,1,NA,56
1,Camera,1684897.074,5664215.27,1,NA,56
1,Camera,1685514.562,5663984.354,1,NA,56
1,Camera,1683379.117,5664034.857,1,NA,56
1,Camera,1682097.96,5664048.236,1,NA,56
1,Camera,1682149.08,5663990.852,1,NA,56
1,Camera,1682218.593,5663922.825,1,NA,56
1,Camera,1683006.312,5664379.997,1,NA,56
1,Camera,1683103.49,5664396.743,1,NA,56
1,Camera,1683179.318,5664459.487,1,NA,56
1,Camera,1683228.157,5664546.32,1,NA,56
1,Camera,1684270.667,5664188.667,1,NA,56
1,Camera,1682414.267,5663809.325,1,NA,56
1,Camera,1682510.871,5663818.51,1,NA,56
1,Camera,1685418.846,5663904.421,1,NA,56
1,Camera,1685228.62,5663969.363,1,NA,56
1,Camera,1684824.396,5663930.603,1,NA,56
1,Camera,1684733.261,5663946.533,1,NA,56
1,Camera,1685685,5664451.509,1,NA,56
1,Camera,1685667.808,5664549.386,1,NA,56
1,Camera,1682811.184,5664079.105,1,NA,56
1,Camera,1682905.695,5664061.422,1,NA,56
1,Camera,1684843.746,5664281.952,1,NA,56
1,Camera,1684754.413,5664316.52,1,NA,56
1,Camera,1683771.712,5664240.115,1,NA,56
1,Camera,1683743.381,5664144.931,1,NA,56
1,Camera,1683677.81,5664070.344,1,NA,56
1,Camera,1682357.034,5664529.999,1,NA,56
1,Camera,1684282.712,5664100.295,1,NA,56
1,Camera,1684176.675,5664265.929,1,NA,56
1,Camera,1684585.029,5664582.311,1,NA,56
1,Camera,1684629.27,5664666.364,1,NA,56
1,Camera,1683958.275,5664429.72,1,NA,56
1,Camera,1682014.057,5664554.999,1,NA,56
1,Camera,1681980.923,5664513.137,1,NA,56
1,Camera,1681919.055,5664415.929,1,NA,56
1,Camera,1681933.055,5664342.448,1,NA,56
1,Camera,1682004.435,5664273.814,1,NA,56
1,Camera,1685563.855,5664569.998,1,NA,56
1,Camera,1685467.313,5664590,1,NA,56
1,Camera,1685369.83,5664598.704,1,NA,56
1,Camera,1683808.006,5664746.117,1,NA,56
1,Camera,1684764.654,5664704.914,1,NA,56
1,Camera,1684842.053,5664725.219,1,NA,56
1,Camera,1684933.544,5664795.416,1,NA,56
1,Camera,1685024.1,5664834.769,1,NA,56
1,Camera,1685110.589,5664884.193,1,NA,56
1,Camera,1684688.329,5664717.785,1,NA,56
1,Camera,1684640.514,5664797.551,1,NA,56
1,Camera,1684538.952,5664835.606,1,NA,56
1,Camera,1683434.34,5664897.627,1,NA,56
1,Camera,1683361.272,5664963.399,1,NA,56
1,Camera,1684113.819,5665104.966,1,NA,56
1,Camera,1684207.307,5665080.003,1,NA,56
1,Camera,1684164.424,5665146.893,1,NA,56
1,Camera,1684202.165,5665232.368,1,NA,56
1,Camera,1682349.146,5664653.415,1,NA,56
1,Camera,1682340.883,5664554.423,1,NA,56
1,Camera,1684831.852,5665122.583,1,NA,56
1,Camera,1684867.437,5665046.185,1,NA,56
1,Camera,1684875.974,5665264.998,1,NA,56
1,Camera,1683006.706,5665453,1,NA,56
1,Camera,1682968.723,5665538.173,1,NA,56
1,Camera,1681927.172,5665564.931,1,NA,56
1,Camera,1681603.592,5665583.721,1,NA,56
1,Camera,1681512.737,5665571.131,1,NA,56
1,Camera,1681427.037,5665620.744,1,NA,56
1,Camera,1682762.697,5665714.452,1,NA,56
1,Camera,1682654.794,5665781.615,1,NA,56
1,Camera,1685533.969,5665713.477,1,NA,56
1,Camera,1685427.745,5665633.719,1,NA,56
1,Camera,1682962.517,5666106.588,1,NA,56
1,Camera,1682948.256,5666199.577,1,NA,56
1,Camera,1682923.213,5666289.459,1,NA,56
1,Camera,1682899.26,5666396.068,1,NA,56
1,Camera,1681257.673,5666351.325,1,NA,56
1,Camera,1682453.123,5664513.434,1,NA,56
1,Camera,1682550.341,5664491.022,1,NA,56
1,Camera,1682618.046,5664430.134,1,NA,56
1,Camera,1684944.47,5664384.596,1,NA,56
1,Camera,1684880.003,5664318.52,1,NA,56
1,Camera,1685648.035,5664982.581,1,NA,56
1,Camera,1685664.997,5665080.011,1,NA,56
1,Camera,1685695.001,5665167.194,1,NA,56
1,Camera,1685690,5665266.7,1,NA,56
1,Camera,1684110.238,5664591.99,1,NA,56
1,Camera,1684202.033,5664609.26,1,NA,56
1,Camera,1684285.741,5664661.236,1,NA,56
1,Camera,1684370.363,5664695.002,1,NA,56
1,Camera,1685419.586,5665259.58,1,NA,56
1,Camera,1685500.996,5665315.995,1,NA,56
1,Camera,1685575.491,5665377.866,1,NA,56
1,Camera,1681159.215,5666365.969,1,NA,56
1,Camera,1681062.545,5666391.469,1,NA,56
1,Camera,1684854.39,5666109.371,1,NA,56
1,Camera,1681601.031,5666334.834,1,NA,56
1,Camera,1685384.871,5666295.952,1,NA,56
1,Camera,1685323.017,5666380.982,1,NA,56
1,Camera,1685246.814,5666417.389,1,NA,56
1,Camera,1681855.064,5666900.526,1,NA,56
1,Camera,1681971.241,5666842.516,1,NA,56
1,Camera,1682017.739,5666754.518,1,NA,56
1,Camera,1682035.635,5666656.842,1,NA,56
1,Camera,1684915.415,5666929.724,1,NA,56
1,Camera,1684740.001,5667116.899,1,NA,56
1,Camera,1684759.582,5667185.771,1,NA,56
1,Camera,1684763.126,5667293.982,1,NA,56
1,Camera,1683351.322,5666706.927,1,NA,56
1,Camera,1683299.967,5666609.938,1,NA,56
1,Camera,1683811.124,5667112.448,1,NA,56
1,Camera,1683919.98,5667087.373,1,NA,56
1,Camera,1683352.73,5665913.057,1,NA,56
1,Camera,1683468.175,5667140.911,1,NA,56
1,Camera,1683549.276,5667189.71,1,NA,56
1,Camera,1683648.159,5667184.601,1,NA,56
1,Camera,1682612.981,5667654.032,1,NA,56
1,Camera,1682565.251,5667727.713,1,NA,56
1,Camera,1682468.961,5667797.554,1,NA,56
1,Camera,1682867.195,5667545.258,1,NA,56
1,Camera,1682861.058,5667910.533,1,NA,56
1,Camera,1682953.624,5667903.191,1,NA,56
1,Camera,1683053.903,5667887.414,1,NA,56
1,Camera,1683142.566,5667928.139,1,NA,56
1,Camera,1683097.972,5665478.38,1,NA,56
1,Camera,1684234.872,5665994.376,1,NA,56
1,Camera,1684447.687,5665946.944,1,NA,56
1,Camera,1684016.534,5666368.199,1,NA,56
1,Camera,1684027.89,5666268.879,1,NA,56
1,Camera,1684012.53,5666170.634,1,NA,56
1,Camera,1683974.9,5666078.05,1,NA,56
1,Camera,1684107.723,5666489.057,1,NA,56
1,Camera,1684184.771,5666537.841,1,NA,56
1,Camera,1682895.472,5666480.387,1,NA,56
1,Camera,1682965.449,5666539.388,1,NA,56
1,Camera,1682991.946,5666633.559,1,NA,56
1,Camera,1682972.802,5666727.824,1,NA,56
1,Camera,1682369.69,5666850.156,1,NA,56
1,Camera,1682300,5666910.007,1,NA,56
1,Camera,1682241.907,5666984.817,1,NA,56
1,Camera,1682198.855,5667054.423,1,NA,56
1,Camera,1685637.867,5665455.489,1,NA,56
1,Camera,1683628.582,5664812.692,1,NA,56
1,Camera,1683553.301,5664829.918,1,NA,56
1,Camera,1683466.366,5664850.962,1,NA,56
1,Camera,1683800.338,5664849.541,1,NA,56
1,Camera,1683860.725,5664926.814,1,NA,56
1,Camera,1683213.961,5665423.334,1,NA,56
1,Camera,1684120.249,5665655.728,1,NA,56
1,Camera,1684129.768,5665750.533,1,NA,56
1,Camera,1684176.695,5665838.83,1,NA,56
1,Camera,1684515.041,5665193.169,1,NA,56
1,Camera,1682658.425,5665090.786,1,NA,56
1,Camera,1682572.341,5665042.34,1,NA,56
1,Camera,1682496.521,5664989.999,1,NA,56
1,Camera,1685310.557,5665527.752,1,NA,56
1,Camera,1685699.271,5665567.083,1,NA,56
1,Camera,1684264.808,5666568.146,1,NA,56
1,Camera,1684268.558,5666670.996,1,NA,56
1,Camera,1684313.31,5666728.314,1,NA,56
1,Camera,1683787.058,5667075.738,1,NA,56
1,Camera,1683280.896,5666565.002,1,NA,56
1,Camera,1683697.423,5667458.52,1,NA,56
1,Camera,1685136.305,5663089.534,1,NA,56
1,Camera,1684968.186,5665296.275,1,NA,56
1,Camera,1682765.56,5665185.559,1,NA,56
1,Camera,1682834.095,5665215.283,1,NA,56
1,Camera,1684296.121,5665781.387,1,NA,56
1,Camera,1684213.246,5665772.06,1,NA,56
1,Camera,1684434.16,5665334.77,1,NA,56
1,Camera,1684542.906,5665403.17,1,NA,56
1,Camera,1685452.385,5666314.995,1,NA,56
1,Camera,1681989.845,5665115.08,1,NA,56
1,Camera,1685754.403,5665648.809,1,NA,56
1,Camera,1685790.851,5665756.014,1,NA,56
1,Camera,1685760.217,5665834.472,1,NA,56
1,Camera,1682711.271,5665573.12,1,NA,56
1,Camera,1682790.643,5665633.639,1,NA,56
1,Camera,1681945.604,5665558.55,1,NA,56
1,Camera,1682038.197,5665521.721,1,NA,56
1,Camera,1680961.033,5665804.979,1,NA,56
1,Camera,1680901.628,5665877.825,1,NA,56
1,Camera,1680874.999,5665971.947,1,NA,56
1,Camera,1680895,5666068.596,1,NA,56
1,Camera,1682931.135,5665688.691,1,NA,56
1,Camera,1685558.817,5666212.718,1,NA,56
1,Camera,1685515.78,5666300.556,1,NA,56
1,Camera,1680865.843,5666124.154,1,NA,56
1,Camera,1680805.003,5666200.167,1,NA,56
1,Camera,1680858.34,5666260.002,1,NA,56
1,Camera,1680924.713,5666271.747,1,NA,56
1,Camera,1681275.501,5666001.472,1,NA,56
1,Camera,1681726.862,5666513.34,1,NA,56
1,Camera,1681691.006,5666631.744,1,NA,56
1,Camera,1684734.202,5666577.904,1,NA,56
1,Camera,1684792.631,5666499.352,1,NA,56
1,Camera,1684866.146,5666433.191,1,NA,56
1,Camera,1684746.587,5666624.297,1,NA,56
1,Camera,1681503.913,5666739.788,1,NA,56
1,Camera,1681442.01,5666810.987,1,NA,56
1,Camera,1681381.486,5666752.963,1,NA,56
1,Camera,1681329.928,5666669.927,1,NA,56
1,Camera,1681280.181,5666585.355,1,NA,56
1,Camera,1684552.714,5666983.855,1,NA,56
1,Camera,1684639.475,5667029.475,1,NA,56
1,Camera,1684731.646,5667039.996,1,NA,56
1,Camera,1684415.248,5667035.01,1,NA,56
1,Camera,1683355.19,5667040.002,1,NA,56
1,Camera,1682805.761,5667071.894,1,NA,56
1,Camera,1682850.71,5667075.166,1,NA,56
1,Camera,1682841.067,5667165.196,1,NA,56
1,Camera,1682822.84,5667255.765,1,NA,56
1,Camera,1682798.071,5667330.51,1,NA,56
1,Camera,1684051.833,5666583.311,1,NA,56
1,Camera,1683532.056,5666623.019,1,NA,56
1,Camera,1683579.877,5666544.593,1,NA,56
1,Camera,1683544.382,5666439.884,1,NA,56
1,Camera,1683553.584,5666345.373,1,NA,56
1,Camera,1683700.744,5667421.483,1,NA,56
1,Camera,1683130.517,5667825.942,1,NA,56
1,Camera,1683183.774,5667902.093,1,NA,56
1,Camera,1682410,5667743.509,1,NA,56
1,Camera,1682366.677,5667656.681,1,NA,56
1,Camera,1683396.86,5667851.873,1,NA,56
1,Camera,1683406.532,5667737.963,1,NA,56
1,Camera,1683390.736,5667665.53,1,NA,56
1,Camera,1683449.414,5667578.425,1,NA,56
1,Camera,1683262.497,5667900.62,1,NA,56
1,Camera,1684290.651,5664077.06,1,NA,56
1,Camera,1683000.001,5664070.005,1,NA,56
1,Camera,1684745.42,5664545.308,1,NA,56
1,Camera,1685084.133,5666942.167,1,NA,56
1,Camera,1684210.398,5667081.121,1,NA,56
1,Camera,1683838.108,5665606.638,1,NA,56
1,Camera,1683886.995,5665484.59,1,NA,56
1,Camera,1683903.048,5665422.159,1,NA,56
1,Camera,1683943.442,5665331.003,1,NA,56
1,Camera,1682835.614,5666544.878,1,NA,56
1,Camera,1682775.1,5666613.442,1,NA,56
1,Camera,1683824.715,5666510.409,1,NA,56
1,Camera,1683258.456,5667536.102,1,NA,56
1,Camera,1683199.06,5665514.613,1,NA,56
1,Camera,1682673.894,5665193.349,1,NA,56
1,Camera,1682725.866,5665533.306,1,NA,56
1,Camera,1683240.817,5667877.693,1,NA,56
1,Camera,1682353.683,5667479.375,1,NA,56
1,Camera,1681728.626,5666070.874,1,NA,56
1,Camera,1682752.644,5664469.96,1,NA,56
1,Camera,1684351.997,5662014.005,1,NA,56
1,Camera,1683762.672,5662558.269,1,NA,56
1,Camera,1684730.003,5664020.001,1,NA,56
1,Camera,1684372.279,5665380.209,1,NA,56
1,Camera,1684882.31,5665697.2,1,NA,56
1,Camera,1684983.301,5665756.224,1,NA,56
1,Camera,1685062.677,5665824.96,1,NA,56
1,Camera,1685103.747,5665913.745,1,NA,56
1,Camera,1682399.615,5665470.763,1,NA,56
1,Camera,1682495.116,5665495.841,1,NA,56
1,Camera,1682567.113,5665544.934,1,NA,56
1,Camera,1682669.411,5665539.427,1,NA,56
1,Camera,1682110.127,5666094.856,1,NA,56
1,Camera,1682057.61,5666197.531,1,NA,56
1,Camera,1681995.369,5666244.175,1,NA,56
1,Camera,1681908.663,5666299.413,1,NA,56
1,Camera,1683045.4,5665684.436,1,NA,56
1,Camera,1683293.048,5665836.503,1,NA,56
1,Camera,1683285.002,5665951.857,1,NA,56
1,Camera,1684579.263,5666179.899,1,NA,56
1,Camera,1684655.775,5666239.363,1,NA,56
1,Camera,1684296.479,5661978.448,1,NA,56
1,Camera,1684162.709,5662176.571,1,NA,56
1,Camera,1684069.521,5662323.567,1,NA,56
1,Camera,1683967.831,5662493.194,1,NA,56
1,Camera,1683540.366,5662369.632,1,NA,56
1,Camera,1683532.361,5662210.68,1,NA,56
1,Camera,1683323.231,5662184.563,1,NA,56
1,Camera,1682890.001,5662000.005,1,NA,56
1,Camera,1682709.933,5662032.481,1,NA,56
1,Camera,1682297.124,5662394.711,1,NA,56
1,Camera,1684654.503,5662209.43,1,NA,56
1,Camera,1684523.578,5662407.581,1,NA,56
1,Camera,1682419.474,5662512.414,1,NA,56
1,Camera,1683816.886,5662628.827,1,NA,56
1,Camera,1683742.375,5662807.719,1,NA,56
1,Camera,1684712.424,5662541.089,1,NA,56
1,Camera,1682683.19,5662585.776,1,NA,56
1,Camera,1682496.719,5662621.88,1,NA,56
1,Camera,1685075.483,5662756.766,1,NA,56
1,Camera,1685143.877,5662767.005,1,NA,56
1,Camera,1681584.998,5662641.784,1,NA,56
1,Camera,1681713.827,5662558.086,1,NA,56
1,Camera,1681664.019,5662726.498,1,NA,56
1,Camera,1682853.096,5662775.684,1,NA,56
1,Camera,1682996.966,5662725.273,1,NA,56
1,Camera,1682649.599,5662884.298,1,NA,56
1,Camera,1683441.558,5662909.076,1,NA,56
1,Camera,1683299.348,5663019.998,1,NA,56
1,Camera,1681786.587,5663029.365,1,NA,56
1,Camera,1682030.108,5663035.11,1,NA,56
1,Camera,1685520.527,5663243.222,1,NA,56
1,Camera,1683728.955,5663036.46,1,NA,56
1,Camera,1683471.049,5663454.689,1,NA,56
1,Camera,1684259.279,5662941.601,1,NA,56
1,Camera,1681287.062,5663334.125,1,NA,56
1,Camera,1684698.472,5662771.929,1,NA,56
1,Camera,1684455.343,5663032.412,1,NA,56
1,Camera,1684635.475,5663032.26,1,NA,56
1,Camera,1682196.887,5663082.284,1,NA,56
1,Camera,1684475.073,5663341.8,1,NA,56
1,Camera,1681812.447,5663563.346,1,NA,56
1,Camera,1681656.278,5663664.964,1,NA,56
1,Camera,1681383.053,5663457.63,1,NA,56
1,Camera,1682145.111,5663546.461,1,NA,56
1,Camera,1682001.019,5664017.977,1,NA,56
1,Camera,1681299.845,5663445.191,1,NA,56
